ChangeDue,Discounts,Subtotal,GrandTotal,ExternalId
,,3000,30,61499664
40,,6000,60,
,,12100,121,61488994
77,,2300,23,61486758
,10.05,5005,40,61484649
5,,3500,35,61482144
10,30,14000,110,61480818
,,3500,35,61485064
34,,6600,66,61476006
3,,1700,17,61472445
10,,1000,10,61470613
12,,8800,88,61470240
,,8800,88,61460101
20,,3000,30,61459710
7,,1300,13,61445021
,30.03,7003,40,61443432
5,,6500,65,61440258
,10.01,5301,43,61438335
5,,3500,35,61435565
,,3000,30,
5,,3500,35,61434207
3,,1700,17,61432508
2,,2300,23,61432300
,,6000,60,
,,4500,45,61430249
,,5600,56,61410113
,,5000,50,61404280
1,,11900,119,61403346
,115.04,19704,82,61393306
,54.98,29498,240,61392629
,,19100,191,61392286
14,10.03,3603,26,61380142
,,1000,10,61378972
5,,3500,35,61377155
12,,6800,68,61373886
,5.01,1001,5,61373566
,10.02,2002,10,61368530
,,5000,50,
3,,6200,62,61359336
,,2300,23,61357844
47,,5300,53,61357046
10,,5000,50,61352635
7,,13300,133,61352436
4,,9600,96,61350104
11,,2900,29,61348486
,20.04,4004,20,61345886
,,3000,30,61345323
,,2500,25,61345178
,5,2100,16,61344183
4,,5600,56,61343312
,40.08,6008,20,61342347
,,3000,30,
2,12.01,5001,38,61341224
7,20.01,5301,33,61338633
,,1600,16,61338432
7,,5300,53,61326403
6,,1400,14,61324811
10,,3000,30,61323765
,,3000,30,61322292
,,6500,65,61318176
17,,2300,23,61316872
43,,700,7,
10,34.99,6499,30,61313611
,39.94,6994,30,61313051
,35.09,6309,28,61312605
,,3000,30,61311370
,20,5000,30,61311030
,,4200,42,61304766
15,,6500,65,61301117
,,1600,16,61300870
17,,2300,23,61300371
11,,2900,29,61298160
,,3800,38,61295685
,,3000,30,
13,,2700,27,61289919
,,2300,23,61289627
15,,8500,85,61288841
,,2400,24,61288116
50,,5100,51,61286212
,,2500,25,61282272
2,,5300,53,61280182
,,1000,10,61278225
,35,7000,35,61270560
15,,4500,45,61266851
,,1000,10,61264744
,,3500,35,
,,3000,30,61260998
7,,13300,133,61260732
,,2900,29,61259476
3,,700,7,
,,1000,10,61255847
10,,1000,10,61255229
16,,4400,44,61254851
5,,3500,35,61250749
,,7000,70,
4,,2100,21,61246925
3,,1700,17,61246119
4,,1600,16,61245901
5,19.94,69494,675,61245328
14,,2600,26,61243459
,,2200,22,61241303
,,9300,93,61240698
12,,12800,128,61238997
4,,19600,196,61234054
,,3000,30,
,,1000,10,61214987
6,11.99,6599,54,61213572
1,,9900,99,61212438
5,,3500,35,61212119
35,,6500,65,61211232
6,,5400,54,61210205
,100.93,20093,100,61209327
,,4100,41,61207374
,135.01,35501,220,61205467
,,3500,35,61204203
10,,3000,30,
9.94,29.94,26000,230.06,61194687
8,,1200,12,61193644
,,8000,80,61192861
12,,2800,28,61191142
,,2000,20,61189985
5,,3500,35,61187153
5,,3500,35,61186072
5.98,9.98,6400,54.02,61184360
6,,3400,34,61181745
,35.01,10501,70,61172085
,,2000,20,61167400
,,1000,10,61167559
,124.53,17453,50,61165969
4,,2100,21,61159612
5,,3500,35,61154538
,,3000,30,
14,5.02,7102,66,61148145
,4.99,6899,64,61148068
8,,9200,92,61146998
9,,3100,31,61144991
,15,10500,90,61144723
,,1000,10,61138675
,,14000,140,61137090
3,,5700,57,61136579
4,,600,6,61135711
,,4900,49,61127331
,,3000,30,
,,6000,60,61118967
,,2800,28,61116886
10,,3000,30,
,,3000,30,
16,,4400,44,61108715
2,,3800,38,61104084
,,4500,45,61103475
58,,4200,42,61102525
9,,5100,51,61102411
16,16.02,6002,44,61101921
,,3000,30,
,,7000,70,61100863
17,,2300,23,61099735
14,,4600,46,61098963
,,5000,50,61098153
17,,2300,23,61097206
,9.98,5000,40.02,61096871
17.9,29.94,41204,382.1,61095106
10,,3000,30,
11,,2900,29,61091647
,,5200,52,61071684
,,3000,30,61066386
,9.98,5000,40.02,61063711
,16.4,8200,65.6,61062722
,,6000,60,
25,,7500,75,61058019
10,,1000,10,61044368
,,3000,30,
,9.98,5000,40.02,61039963
4,,1600,16,61038260
68,,3200,32,61037041
5,,1500,15,61032140
10,,3000,30,61030107
,,6000,60,61021246
,,1600,16,61021137
,,3000,30,61020603
17,,2300,23,61012969
2,5,7300,68,61011518
,15.04,22504,210,61010937
,,5600,56,61010112
,,3000,30,61006623
,,2800,28,61005370
,,6800,68,61002825
,,6000,60,
,26.01,12601,100,60989283
,1,600,5,
,3,500,2,60985654
,,4600,46,60985507
10,,3000,30,
10,,13000,130,60978148
,,1000,10,60977389
7,,5300,53,60977038
1,12.04,7104,59,60975173
,11.97,3597,24,60969392
,9.98,5000,40.02,60967903
,,4100,41,60965867
,,1000,10,60965545
,,4600,46,60963121
3,11.99,4899,37,60962900
,,2000,20,60962236
,,4200,42,60962068
,,6000,60,60959362
10,,3000,30,60955198
,,10500,105,60953363
5,,17500,175,60953284
5,,3500,35,60951924
7,,5300,53,60951824
,,4300,43,60951093
40,,6000,60,60949032
,11.97,3597,24,60929232
1,,3400,34,60922032
75,,2500,25,60919761
,,1000,10,60919232
,,6000,60,60917200
34.27,,66573,665.73,60916416
10,,7000,70,60914443
,,1000,10,60911039
10,5,3500,30,60909866
32,,16800,168,60904164
16,,4400,44,60902494
,,4200,42,60902354
,12.01,9301,81,60901237
,,1000,10,60895553
,,3200,32,60892188
,,10300,103,60883917
,,3500,35,60883187
15,5.02,7002,65,60881253
,29.94,15000,120.06,60875663
,12.01,5201,40,60873521
40,30.01,19001,160,60873206
15,,2500,25,60867199
,5.01,10501,100,60864868
10,,3000,30,60864056
,,6000,60,
1,11.97,3597,24,60862605
,,1400,14,
49,,5100,51,60858432
10.98,9.98,9900,89.02,60858127
,,3000,30,60853249
,45.03,8503,40,60853076
,,2500,25,60837789
1,,7900,79,60834879
10,,9000,90,
,,3000,30,
5.98,9.98,6400,54.02,60826769
,,3000,30,60824927
,29.98,5998,30,
,,1000,10,60819260
,,6200,62,60817062
,,900,9,60816729
,,1000,10,60814146
,,1500,15,60811364
6,,5400,54,60807525
2,,2800,28,60792615
6.98,9.98,17300,163.02,60789028
3,,3200,32,60782649
10,,9000,90,60780401
10,,1000,10,60779319
,,3000,30,
,,6000,60,
,9.98,5000,40.02,60768015
,,2000,20,
,,3000,30,
,,10200,102,60766766
10,,3000,30,
2,,2300,23,60763754
,34.96,27496,240,60763629
8,,1200,12,60761838
3,,7700,77,60761538
10,,3000,30,60760555
,,3000,30,60760052
,60.2,14020,80,60758570
,,1000,10,60737782
4,,6100,61,60730307
10,,3000,30,
,9.98,5000,40.02,60724411
5,,3500,35,60722779
,,6000,60,
,,500,5,60707040
16,,6400,64,60706007
13,,6700,67,60699676
,9.98,5000,40.02,60698642
1,,2400,24,60698565
,,1000,10,60696876
10,,1000,10,60695325
5.98,9.98,12400,114.02,60695001
49,,5100,51,60689684
,,1400,14,60689286
,,5500,55,60686059
,4,2400,20,60684823
17,,2300,23,60683137
1,,11900,119,60677897
6,,3400,34,60674929
,,3000,30,60674055
,,6000,60,
10,,3000,30,60670720
4,,3600,36,60658085
,14.99,11499,100,60658043
6,,7400,74,60652521
,,2500,25,60652206
,,2000,20,60650225
14,,4600,46,60647776
,,3000,30,
12,,2800,28,60640828
,,3000,30,60638966
40,30.03,9003,60,60638293
12,,2800,28,60636893
,,6000,60,60627590
,12.99,1799,5,60623471
,10.01,3001,20,60622834
15,,2500,25,60622650
,,1000,10,60622428
,,6600,66,60618408
3,,1700,17,60614981
,30,7000,40,
15,,8500,85,60614203
,,2500,25,60600560
,14.96,5496,40,60596267
,,2500,25,60594440
,,6000,60,60592919
49.92,,45008,450.08,60591923
,,6000,60,
10,,3000,30,60588257
,,6000,60,60585286
10,,3000,30,60583226
16,,6400,64,60580436
,,3000,30,
64,,3600,36,60579541
78,,2200,22,60578429
,,2800,28,60578231
5,,11500,115,60578069
,,3000,30,60573764
,,3000,30,
10,,3000,30,60570098
,,3000,30,
5,,5500,55,60568489
,,6400,64,60564913
,,3000,30,
16,,14400,144,60550025
5,,5500,55,60546839
,,3000,30,
,,6000,60,
,,4200,42,
,9.98,5000,40.02,60531750
,2,3500,33,60530668
,25,5000,25,60522892
14,,8600,86,60521831
11,,2900,29,60519140
,25.05,10007,75.02,60512719
10,,3000,30,60500085
,47.55,13755,90,60497331
,,6000,60,60493017
8,,1200,12,60486748
17,,4300,43,60486509
,,3000,30,60485276
,,19800,198,60483256
,,4500,45,60480486
8,,10200,102,60478590
,,11000,110,60476605
10,,3000,30,
,9.95,6995,60,60468308
,29.98,5998,30,
,,1000,10,60459652
,,11000,110,60458791
,9.98,5000,40.02,60458471
,9.98,5000,40.02,60458309
,,2100,21,60458071
,80,20000,120,60457598
6,,1400,14,
15,,4500,45,60451693
10,,3000,30,60450765
,,3000,30,60450472
,,2000,20,60445302
,,5600,56,60444327
24,,7600,76,60443530
,,1700,17,60443467
,,1200,12,60442226
,,11000,110,60442145
,,14000,140,60436251
,,5100,51,60436034
,,7200,72,60434809
,17.01,13701,120,60434387
4,,1600,16,60431120
,,9000,90,60430465
,,6000,60,60429173
,5.1,18010,175,60429216
2,,12300,123,60427318
,,6500,65,60423549
,,6000,60,60422816
10.96,,20904,209.04,60422434
,,3000,30,
,,16400,164,
,,3000,30,60405864
,,3000,30,
,10.01,2001,10,60392091
10,,1000,10,60377819
10,,3000,30,
75,,2500,25,60372345
,,9000,90,
,,39008,390.08,60369961
5,,3500,35,60367371
,,2000,20,60362189
,,6000,60,
12,,2800,28,60355668
,,3000,30,60351357
1,,10400,104,60350741
7,,5300,53,60349148
,29.98,5998,30,
16,,4400,44,60344433
,,2500,25,60341073
,,3400,34,60341051
10,,5000,50,60337253
12,,4800,48,60318460
,,2100,21,60317297
4,,1600,16,
,29.98,5998,30,
,,4400,44,60304151
,159.28,45928,300,60303675
55,,4500,45,60300547
10,,3000,30,60295433
,14,6900,55,60292411
,,1000,10,60291204
,,5000,50,60291005
,,3000,30,60287820
13,,6700,67,60283523
,,2300,23,60283006
8,,9200,92,60280652
4,,4100,41,60275182
,,9900,99,60274813
5,,1500,15,60273499
,,4500,45,
,,6000,60,60262030
5,,1500,15,60261290
4,,5600,56,60259506
75,,2500,25,60255196
,,2000,20,60247636
,55.07,9507,40,60246852
1,,6400,64,60245807
,29.94,15000,120.06,60243818
6,,5400,54,60242646
,9.95,11995,110,60241843
,26.43,3643,10,60240466
,,2800,28,60239663
70,,3000,30,60239209
18,9.96,9196,82,60235767
1,,3400,34,60232309
,,3500,35,60227360
10,,3000,30,60225527
,,5100,51,60224369
,9.96,7996,70,60223841
52,,4800,48,60223261
,85.88,18388,98,60222393
,,1000,10,60214024
15,,2500,25,60211594
,,6000,60,60211131
53,,4700,47,60199669
15,,500,5,60193353
,,8100,81,60183638
,9.98,5000,40.02,60183167
1,,1900,19,60179899
4,5.01,8101,76,60178608
,,6000,60,60173774
,,1000,10,60163999
,,11700,117,60164108
7,,3300,33,60158463
,,4100,41,60150373
,,8000,80,60150269
,,1700,17,60141899
1,,3400,34,60140139
,,3300,33,60139605
2,,7300,73,60138709
12,,4800,48,60136305
2,,2800,28,60135492
1,,1900,19,60135404
15,,500,5,60134357
15,,500,5,60134006
14.3,54.3,18100,126.7,60119615
,,5500,55,60118180
15,,2500,25,60117985
,,500,5,60116019
3.98,9.98,6600,56.02,60112996
,,3000,30,
,,2100,21,60108288
4,,3600,36,60108128
19,,8100,81,60107955
4,,1600,16,60099621
10,,3000,30,60096566
,,3000,30,
40,,6000,60,60091815
,,3000,30,60090283
10,,3000,30,60088652
7.98,9.98,14200,132.02,60085358
9.96,,25004,250.04,60084615
,,1500,15,60083298
8,,3200,32,60063832
0.2,1.2,600,4.8,60063509
10,,3000,30,
,,4000,40,60059511
,,3000,30,
5,,3500,35,60055104
,,1000,10,60054094
,,3000,30,
,,5500,55,60025439
,,3000,30,60023556
,,5500,55,60023409
,,4200,42,60020336
,,2000,20,60018641
,,6000,60,60017409
,,3000,30,60017054
,,3400,34,60016239
,,3200,32,60016172
,9.98,5000,40.02,60010378
,,2000,20,60009444
,,3000,30,
61,,3900,39,60002289
,,11504,115.04,60001998
10,,1000,10,59998166
10,,3000,30,59971847
3.98,,19602,196.02,59970116
,,2000,20,59961772
5,,5500,55,59961624
8,24.01,11601,92,59960561
,,1000,10,59959405
,,6000,60,59957921
,23.04,19804,175,59957664
,,4000,40,59952061
,,3000,30,
,,5600,56,59950545
50,50,11000,60,59940735
,,4000,40,59940279
,,4800,48,59939663
3,,1700,17,59937620
,,7200,72,59936704
14.96,,30504,305.04,59935129
,,3000,30,59931510
,9.98,5000,40.02,59931003
,30,6000,30,59925607
,,3300,33,59925526
,,1000,10,59924886
,,3000,30,59912643
,7.02,5702,50,59917613
5,,3500,35,59909210
,40.03,8003,40,59909168
,,3000,30,
,,2300,23,59904191
4,,1600,16,59903875
7,,11300,113,59900574
6,,1400,14,
80,,2000,20,59899122
,,2000,20,59894015
,120.94,27394,153,59892500
2,,2300,23,59891110
3,,15200,152,59890608
8,,1200,12,59889044
5,,3500,35,59888848
60,,14000,140,59888646
10,,1000,10,59881166
9,,5100,51,59873216
,30,6500,35,59864667
,,1000,10,59858039
5,,1500,15,59857896
,199.98,32998,130,59855743
,,3400,34,59852275
10,,5000,50,59850000
,59.96,11596,56,59852963
19,,8100,81,59848146
,,2100,21,59845901
,,2000,20,59845724
1,,2400,24,59844733
2,,2300,23,59839223
2,14.99,7299,58,59838617
,,500,5,
,9.98,5000,40.02,59836598
7,,3300,33,59835902
,,8100,81,59835324
10,,5000,50,59834796
,,3000,30,
,129.66,19966,70,59816356
10,,9000,90,59811968
13.98,9.98,9600,86.02,59804917
,,6000,60,59804088
90,,1000,10,59803444
,,1000,10,59802509
10,,3000,30,59802388
,,3000,30,59802115
,,3000,30,
,,6000,60,59790875
4,,11600,116,59787104
11.15,46.65,15550,108.85,59786109
10,,3000,30,59785223
20,,8000,80,59782983
,,1400,14,
0.98,9.98,7400,64.02,59767953
10,,3000,30,
10,,9000,90,59762485
10,,3000,30,59761863
,,2100,21,59757373
10,,3000,30,59756897
,,1000,10,59755756
,,6000,60,
2,,3800,38,59748063
1,,8400,84,59747394
,35,13500,100,59746893
20,,8000,80,59743595
10,,7000,70,59743355
10,,1000,10,59740110
,,5000,50,59737668
1,,900,9,59719200
,,6000,60,59713856
,,1400,14,59713745
,,19500,195,59713706
4.94,29.94,43500,405.06,59712859
,,6000,60,59710086
3,,1700,17,59707999
,,3000,30,59707377
10,,3000,30,59705641
,,22504,225.04,59703685
,,12000,120,59702745
45,,5500,55,59689425
12,,4800,48,59688946
,,3000,30,59687503
,,5500,55,59685025
10,,3000,30,59681028
,,11000,110,59679828
30,,7000,70,59678880
,,2000,20,59678754
,,16500,165,59677571
13,,10700,107,59676582
1,,2400,24,59673537
,12.5,5250,40,59673458
,,4000,40,59671809
11,,900,9,59671470
10,,13000,130,59671030
,,4200,42,59670768
,,4300,43,59670436
15,,2500,25,59669485
10,,9000,90,59667314
8,,3200,32,59666220
,24.95,14500,120.05,59665989
10,,1000,10,59665782
,,6000,60,
,,13900,139,59664038
,,10500,105,59663570
,,1600,16,59663015
,,4500,45,59657292
,9.98,5000,40.02,59651245
,55.01,16101,106,59650727
,13.2,6600,52.8,59648372
,,20000,200,59647418
,,2900,29,59637633
10,,3000,30,59632223
12,,2800,28,59630293
,,14300,143,59624903
10,,3000,30,59622526
,,1000,10,59622293
10,,3000,30,59613078
1,,5900,59,59610772
3,,1700,17,59610063
40,,6000,60,59609926
,,3000,30,
,,4400,44,
13,,700,7,
13,,8700,87,59607781
,,6000,60,59605671
10,,3000,30,
,,2000,20,59603512
10,,9000,90,59601972
0.86,,7114,71.14,59600386
,,11000,110,59599998
40,,6000,60,59594311
10,,11000,110,59592908
4,,1600,16,59591491
,,6000,60,59590815
,,10000,100,59588956
,5.02,7402,69,
3,,3700,37,
59.98,9.98,5000,40.02,59575390
,,5200,52,59572328
12,,2800,28,59570833
,,3000,30,
,,6000,60,
,,2400,24,59567836
,,3000,30,59566054
6,,3400,34,59564756
9,,11100,111,59565231
2,,4800,48,59561537
,10.02,11002,100,59559914
,,2500,25,59559447
5,7.01,6201,55,59554967
2,,9800,98,59551982
,9.98,5000,40.02,59550600
,,2500,25,59549227
,,3000,30,
,,2500,25,59545166
,,6800,68,59544944
40,,6000,60,59544298
2,,7800,78,59542749
15,5.99,7099,65,59540024
,99.98,22998,130,
,,2000,20,59524072
,9.98,5000,40.02,59523774
2,,3300,33,59519987
,,2000,20,59517312
7.98,9.98,8200,72.02,59512749
70,,3000,30,59508866
,,2300,23,59508280
,3,2300,20,59506421
,9.98,8000,70.02,59502613
5,,3500,35,59502482
10,,7000,70,59501228
,,3000,30,59494506
,89.93,18693,97,59514565
1,,3900,39,59484571
,,6000,60,59483254
3,,12700,127,59475914
1,,3900,39,59473807
6,,5400,54,59473173
7,,3300,33,59472674
,,4200,42,59472405
,19.96,10000,80.04,59472223
11,,2900,29,59471330
,,1200,12,59469430
8,,1200,12,59468024
68,,3200,32,59467659
18,,8200,82,59464863
30,,7100,71,59464700
,,6000,60,59464444
,,5700,57,59462870
5,,7500,75,59462453
,,5000,50,
,,6000,60,59461765
5,,5700,57,59461463
3,,3700,37,
,40.02,10502,65,59456826
4,10,8600,76,59454595
40,,6000,60,59453513
,,2500,25,59451442
11,,900,9,59449825
3,,1700,17,59449618
10,,3000,30,59449344
4,,2100,21,59449267
,7.99,5799,50,59443487
,9.98,11000,100.02,59438597
,2.02,5702,55,59435804
,,500,5,59435042
8,,7200,72,59433691
76,,2400,24,59423239
8,,3200,32,59412004
2,,5800,58,59411883
,,1400,14,
,,4400,44,59407616
,,3000,30,59388509
15,,2500,25,59388393
,,12000,120,59388318
11,,900,9,59388438
17,,2300,23,59387505
,,4200,42,59386012
10,,3000,30,59384800
16,,2400,24,59383612
,8.01,3001,22,59381795
3,,3700,37,59381591
,,3000,30,
,,1000,10,59375359
17,,3300,33,59374253
10,,5000,50,59373035
,,3350,33.5,59372829
,9.98,5000,40.02,59372444
,,4100,41,59371872
,,3000,30,
6,,1400,14,
10,,1000,10,59352013
,,3000,30,59346488
,,7000,70,59344984
,,12000,120,59343124
10,,3000,30,
10,,11000,110,59339983
4,,4600,46,59338225
49,,5100,51,59337428
1,,2400,24,59330798
8,,3200,32,59327603
60,,4000,40,59318914
4,,7600,76,59317783
,,6300,63,59307521
,19.96,22000,200.04,59304344
,,3500,35,59301889
,,5600,56,59303889
4,,1600,16,59294279
,,1400,14,59288676
,9.98,7100,61.02,59288240
,,4200,42,59281941
,,2300,23,59279126
2,,17800,178,59278688
,,2000,20,59276971
,,500,5,59271059
,,3000,30,59270878
,,15800,158,59270827
,,1000,10,59262878
,,28503,285.03,59262784
15,,8500,85,59261656
,,3000,30,59259241
,9.98,5000,40.02,59254673
66,,3400,34,59254597
8,12.02,2402,12,59243200
1,,2900,29,59242866
33,,6700,67,59242176
,,6000,60,59238127
6,,3400,34,59228489
75,,2500,25,59228063
1,,2900,29,59227778
,,700,7,
5,,3500,35,59225049
14.98,9.98,7500,65.02,59224763
8,,3200,32,59217894
,19.96,10000,80.04,59217549
,,6000,60,59211719
,,3100,31,59210275
,,3000,30,
10,,3000,30,
5,5.49,4049,35,59198628
15,,4500,45,59198146
10,,1000,10,59190816
15,,2500,25,59184380
,,3000,30,
,9.98,7500,65.02,59178152
9,,5100,51,59172794
6,,3400,34,59172643
,,4000,40,59170178
6,16.02,6002,44,59168975
,,6000,60,
18,,2200,22,59163831
,29.94,17500,145.06,59163698
5,,5500,55,59148751
,,2000,20,59142825
,,2500,25,59135468
,,4000,40,59134536
,5.01,15501,150,59134226
,,3000,30,59129059
,3,3300,30,59128947
10,,1000,10,59128058
,50.22,9022,40,59125136
,,5000,50,59119940
,,2500,25,59116560
17,,2300,23,59115173
,5.01,3001,25,59113196
,,12000,120,
,,3000,30,
8,,13200,132,59097095
10,,1000,10,59096106
10,,1000,10,59095967
,,8000,80,59095821
4,,2100,21,59095514
,,2000,20,59092597
,,1000,10,59091560
8,,1200,12,59090452
66,,3400,34,59087942
1,,2900,29,59086177
,,2500,25,59082849
126,,7400,74,59081396
15,,2500,25,59078805
,,2000,20,59078463
,9.98,5000,40.02,59077890
5,,3500,35,59075549
1,,3400,34,59073014
10,,3000,30,59072245
10,,3000,30,
,,12800,128,59046088
,,9200,92,59044871
,,22504,225.04,59040519
,9.98,5000,40.02,59039860
5,,1500,15,59038058
15,,2500,25,59036004
,,6000,60,59021914
,,4000,40,59023600
,,1000,10,59021661
6,,1400,14,59021627
,,6000,60,
,,700,7,
,,500,5,59011849
,,5400,54,59010626
,,1000,10,59010317
17,,6300,63,59010104
17,,2300,23,59008500
,,6000,60,58994837
40,,6000,60,58994377
,,8000,80,58993178
82.94,29.94,34700,317.06,58989719
1,,5900,59,58965199
20,,18000,180,
13,,700,7,
8,,5200,52,58961824
,9.98,6200,52.02,58960006
10,,1000,10,58958907
1,,10900,109,58957737
,9.98,10300,93.02,58956824
,,1000,10,58956023
3,,3700,37,58954067
80,,2000,20,58951384
7,,6300,63,58951226
,,3500,35,58949661
,,3500,35,58949378
11,,14900,149,58947228
,,7000,70,58945899
3,,1200,12,58945518
,,6000,60,
,,600,6,58934639
6,,2400,24,58934493
54,,4600,46,58933874
3,,2200,22,58933473
,,4000,40,58928804
10,,3000,30,
4,,7600,76,58926282
2,,5800,58,58925467
,,15200,152,58925222
,,500,5,58915501
10,,1000,10,58915456
,,1000,10,58912282
,,1000,10,58910551
3,,2200,22,58909508
15,,2500,25,58907028
3,,1200,12,58903210
16,,2400,24,58903144
13,,4700,47,58902801
1,,2400,24,58902234
10,,3000,30,
10,,1000,10,58900359
10,,1000,10,58899927
,9.98,9200,82.02,58899694
3,,5700,57,58898043
,,2500,25,58897656
15,,2500,25,58884752
,,5000,50,
15,,8500,85,58878982
2,,7800,78,58877386
,,5600,56,58874635
,,3600,36,58874069
,40,8000,40,58866337
5,,5500,55,58862709
,49.94,11794,68,58859964
,,3000,30,58855954
,,2000,20,58853456
6,,3400,34,58850466
,,4800,48,58848289
,,20400,204,58842618
13,,4700,47,58842356
9.98,9.98,12000,110.02,58840343
,9.98,5000,40.02,58838031
,,6000,60,
5,,5500,55,58828152
,,18600,186,58814126
5,,3500,35,58810820
4,,4600,46,58809867
10,,9000,90,58809748
,,2400,24,58804321
,,2000,20,58803887
10,,3000,30,58802594
2,,3800,38,58801942
,,1000,10,58797546
,60,10000,40,58796723
5,,3500,35,58791298
,19.96,10000,80.04,58789656
6,,5400,54,58786920
,49.98,10998,60,58786138
,9.98,5000,40.02,58776662
,14.96,5496,40,58774199
,,4000,40,58772521
,,3000,30,
,,2100,21,58760900
10,,9000,90,58758077
,36.21,33621,300,58757192
,84.01,18401,100,58756816
,9.98,8000,70.02,58754835
5,,9500,95,58754137
,,9000,90,58752759
20,,8000,80,58750291
4.96,,22504,225.04,58747526
15,,2500,25,58746446
,,1400,14,58744494
5,,13500,135,58743728
10,,3000,30,58743343
,19.92,5992,40,58742176
,,1000,10,58740403
,,500,5,58740365
,9.98,6500,55.02,58740349
,9.98,5000,40.02,58740255
,,1000,10,58740129
,,500,5,58740081
,,2000,20,58739997
,9.98,5000,40.02,58739946
,,1000,10,58739340
,9.98,5000,40.02,58739243
10,,3000,30,
,,500,5,58739142
,,3000,30,
,,4200,42,58719041
,,3000,30,58717241
,,2200,22,58714859
5,,3500,35,58713996
10,,3000,30,
7,,3300,33,58708278
75,,2500,25,58708181
,,2400,24,58706117
,74.99,13499,60,58705981
,59.99,11999,60,58704619
,,2100,21,58690427
1,,1400,14,58687173
,,3000,30,
11,,2900,29,58686868
,,2400,24,58685532
,,11000,110,58683225
,,4000,40,58677642
,,6000,60,58674771
,,3000,30,58672211
10,,3000,30,58668288
,,2500,25,58667030
,,12000,120,58666676
35,,6500,65,58665494
10,,3000,30,
1,,5900,59,58661792
,,9900,99,58659657
,,6000,60,58658885
,,5000,50,58658822
8,,1200,12,58648368
5,,5500,55,58646789
,,3000,30,58637522
4,,5600,56,58632861
10,,3000,30,
,,6000,60,
5,,7500,75,58627323
16,,2400,24,58625187
10,,11000,110,58623957
,19.96,14000,120.04,58619745
2,,5800,58,58615756
1,,8400,84,58613042
15,,2500,25,58612351
6,,3400,34,58611457
,,2500,25,58609825
,210,30000,90,58606914
,,4000,40,58606531
5,,9500,95,58601969
5,,1500,15,58599489
2.46,,29754,297.54,58592934
10,,3000,30,58583250
11,,900,9,58577044
59.98,9.98,5000,40.02,58567461
17,,2300,23,58565291
,,1000,10,58563843
30,20,9000,70,58553189
2,,2800,28,58547427
,,9000,90,
,,43,0.43,58537847
,,63,0.63,58537688
,126.01,35001,224,58537276
,,4,0.04,58536929
,,6000,60,58535897
,,22,0.22,58537484
,9.98,5000,40.02,58535363
,,32,0.32,58534793
10,,3000,30,58534129
,,9,0.09,58533956
3.97,,13603,136.03,58533489
,,5800,58,58530970
,,3000,30,
,,3000,30,
,,5000,50,58517658
,9.98,9200,82.02,58509414
10,,11000,110,58505673
,9.98,5000,40.02,58504407
20,,4000,40,58502723
90,,1000,10,58499933
,,2700,27,58496941
,,4000,40,58496627
,,9800,98,58496023
,9.98,5000,40.02,58495681
,9.98,5000,40.02,58492108
1,,4400,44,58489627
,,1000,10,58489334
9.98,9.98,8000,70.02,58486571
,,3000,30,58482714
,,3500,35,58482491
,3.03,1503,12,58481902
,14.98,8500,70.02,58477936
,,5600,56,58473252
4,,9600,96,58471001
,,5000,50,58464246
9,,5100,51,58464019
15,,2500,25,58463832
,3,2300,20,58457921
19,,2100,21,58453553
